,geoid,typology_old,medrent90,medrent00,medrent16,medhval90,medhval00,medhval16,percol90,percol00,percol16,pernwh90,pernwh00,pernwh16,perli90,perli00,perli16,per_rent_90,per_rent_00,per_rent16,pop00,pop16,asian_16_low,carcommuters_00,pre50_16,hhwch16,empd15,density16,aland,li16,afford90,belowmedcol90,abovemednwh,abovemedli,abovemedrent,vulnrisk90,vuln90,afford00,belowmedcol00,abovemednwh00,abovemedli00,abovemedrent00,vulnrisk00,vuln00,afford16,belowmedcol16,abovemednwh16,abovemedli16,abovemedrent16,vulnrisk16,vuln16,hotmarket90(127%-169%),hotmarket00(110%-207%),percol16.1,edudiff0016,abm_dif_0016,edudiff9000,abm_dif_9000,hinc90_NYU,hinc00_NYU,hinc16_NYU,hinc90,hinc00,hinc16,pct_ch_hinc90_00,pct_ch_hinc00_16,abm_inc_90_00,abm_inc_00_16,li16.1,gent90_00,gent00_16,Type_1.19,ch_all_li_count90_00,ch_all_li_count00_16,liloss9016,per_limove16,per_limove09,exclusion,popgrowth0016,Incch0016,li_hh_16,Typology_final_1.19.19,Type_binary
10,9001010900.0,MHI - At Risk of Exclusion,1001.0,1716.0,1940.0,338400.0,414400.0,835000.0,0.4137529138,0.2887077998,0.6232504845,0.12182952179999999,0.18142144640000002,0.3626332581,0.1649119058,0.1304319086,0.2761735618,0.2614063339,0.2359850507,0.2317408025,4812.0,5347.0,0.126613054,0.7748837209,0.2656903766,0.44481054369999995,1002.0,0.002060444589,2595071.0,0,0.0,0.0,0.0,1.0,0,FALSE,0.0,1.0,0.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.1299290911,-0.15877870859999998,0.0,-0.125045114,0.0,53672.0,88402.0,132153,98219.76099,128182.9,132153.0,0.3050622344,0.03097214922,1.0,1.0,0.0,0.0,0.0,MHI - Ongoing Exclusion,-63.26501465,-55.61157227,1,0.4279467165,0.4479298592,1,1.0,1.03097215,502.91205,LI - At Risk of Gentrification,0.0
11,9001011000.0,MHI - At Risk of Exclusion,1001.0,2001.0,2844.0,500001.0,787000.0,1731900.0,0.6455656534,0.3760282021,0.8105948567,0.06162713367000001,0.09119191134,0.1961426437,0.09479538739,0.047745103600000005,0.18053929510000002,0.16474164130000002,0.142778693,0.1470588297,5143.0,5496.0,0.07296215429,0.6575073602,0.4101279911,0.48176470590000003,1608.0,0.00122855011,4473566.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.81059486,0.4345666579,1.0,-0.2695374513,0.0,88249.0,136052.0,248171,161495.6733,197275.4,248171.0,0.2215522379,0.2579926252,1.0,1.0,0.0,0.0,1.0,VHI - Super Gentrification or Exclusion,-80.82070923,51.92364502,0,0.3239999712,0.3685064912,1,1.0,1.257992634,306.91681,LI - At Risk of Gentrification,1.0
12,9001011100.0,MHI - At Risk of Exclusion,1001.0,1525.0,1649.0,500001.0,994600.0,1924100.0,0.6936528497,0.3995873453,0.818779707,0.04143707296,0.089807401,0.1590193361,0.038978920310000005,0.06451194737,0.12546868619999998,0.12282958199999999,0.12475506210000001,0.10465949769999999,4621.0,4446.0,0.07332433647999999,0.6184615385,0.3699936427,0.5455197132999999,590.0,0.00101722394,4370719.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,0.0,0.81877971,0.4191923647,1.0,-0.2940655045,0.0,106926.0,162269.0,250001,195674.5805,235290.05,250000.0,0.20245587829999998,0.06251836568,1.0,1.0,0.0,0.0,0.0,VHI - Super Gentrification or Exclusion,27.05799866,-86.50602722,0,0.3871325254,0.4400308132,1,0.0,1.062518368,175.02882,LI - At Risk of Gentrification,1.0
13,9001011200.0,MHI - At Risk of Exclusion,1001.0,1641.0,2152.0,500001.0,1000001.0,2000001.0,0.6147540984000001,0.36506622520000004,0.7357142568,0.100811124,0.07919621749,0.1518677324,0.0444052459,0.0507984051,0.23764738440000002,0.2520064205,0.24430955989999997,0.1875,1692.0,1633.0,0.04347826087,0.6824324324,0.41361256539999997,0.3717105263,4007.0,0.0003337780983,4892472.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,0.0,1.0,1.0,0,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.73571426,0.37064803479999997,1.0,-0.2496878732,0.0,133752.0,179570.0,220625,240488.9044,260376.5,220625.0,0.08269651978999999,-0.1526693106,1.0,0.0,0.0,0.0,0.0,VHI - Super Gentrification or Exclusion,29.1973114,48.84526825,0,0.1904691309,0.3576622605,1,0.0,0.8473306923,144.48961,LI - At Risk of Gentrification,1.0
14,9001011300.0,LI - Not Losing Low-Income Households,852.0,1238.0,1853.0,283400.0,368900.0,620700.0,0.24238290129999998,0.2509416196,0.4268049598,0.08417169685,0.2722972973,0.5311203599000001,0.2119346037,0.2100169296,0.42011415960000004,0.4776357827,0.5165394402,0.5817307829999999,2960.0,3615.0,0.06804979253,0.7265521797,0.5706727135,0.4375,625.0,0.001761485593,2052245.0,1,0.0,0.0,0.0,1.0,1,FALSE,0.0,1.0,0.0,1.0,1.0,0,FALSE,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0.1342121597,-0.1167294599,0.0,0.008558718267,1.0,38274.0,61394.0,85100,70041.41958,89021.3,85100.0,0.2709808052,-0.04404900968,1.0,1.0,0.0,0.0,0.0,MHI - Advanced Exclusion,-54.92938232,-5.452880859,1,0.6883020401,0.6025272608,0,1.0,0.9559509915,524.30249,LI - At Risk of Gentrification,0.0
15,9001020100.0,LI - Ongoing Gentrification,430.0,516.0,1215.0,350000.0,137500.0,306500.0,0.107078853,0.1611390285,0.4687762558,0.5625904486,0.6272493573,0.6485102177000001,0.22213020170000003,0.16643399679999998,0.6037976146,0.8874734606999999,0.9077976818000001,0.894991219,3890.0,4296.0,0.07146182495,0.5076574022,0.1459123836,0.1050087873,19588.0,0.004563900988,941300.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,1.0,1.0,0,FALSE,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.14123362679999998,-0.01990540164,0.0,0.054060175429999996,1.0,19091.0,27238.0,54038,39635.21745,39505.47949,54038.0,-0.0032732998950000002,0.3678608835,0.0,1.0,1.0,0.0,0.0,LI - At Risk of Gentrification,37.14196777,11.81481934,0,0.4741793573,0.774430873,1,1.0,1.367860881,1374.2434,LI - At Risk of Gentrification,1.0
16,9001020200.0,MHI - At Risk of Exclusion,1001.0,525.0,,454300.0,576500.0,853400.0,0.6665366615,0.34943950520000006,0.7481203079000001,0.1052774019,0.136473755,0.1800865829,0.052375236619999994,0.10101291429999999,0.17227998379999998,0.04734693878000001,0.02913385827,0.01911886968,3715.0,3465.0,0.07243867244,0.7948539638,0.1079245283,0.3923524522,375.0,0.00018445116600000001,18785460.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0,0.74812031,0.39868080479999995,1.0,-0.3170971562,0.0,110791.0,115070.0,226875,202880.5605,166851.5,226875.0,-0.177587539,0.3597420454,0.0,1.0,0.0,0.0,0.0,VHI - Super Gentrification or Exclusion,178.9057007,-109.691391,0,0.5598515272,0.2345413566,0,0.0,1.359742046,207.25281999999999,LI - At Risk of Gentrification,1.0
17,9001020300.0,MHI - At Risk of Exclusion,1001.0,1115.0,3501.0,469200.0,564800.0,796100.0,0.6356415478999999,0.3923182442,0.7764847279000001,0.05303244006,0.1151890034,0.1520077884,0.05496471616,0.08384499186000001,0.1426374167,0.05955977557,0.04463554464,0.0830250755,7275.0,7197.0,0.050715575930000006,0.7903657449,0.1792114695,0.35963830659999996,654.0,0.00036580378580000004,19674482.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,1.0,0.77648473,0.38416648579999996,1.0,-0.24332330370000002,0.0,110830.0,129289.0,207938,202818.8992,187469.05,207938.0,-0.07568253577,0.10918575529999999,0.0,1.0,0.0,0.0,1.0,VHI - Super Gentrification or Exclusion,205.4473572,-117.8873596,0,0.424017638,0.4249141216,1,0.0,1.109185756,347.03683,LI - At Risk of Gentrification,1.0
18,9001020400.0,MHI - Displacement of LI hh - Ongoing Exclusion,1001.0,1337.0,1750.0,387100.0,523400.0,711900.0,0.5610441767000001,0.3757881463,0.6149963736999999,0.07099214431,0.08751493429,0.3167386353,0.05278015013,0.08588385965,0.19539986550000002,0.057995029000000003,0.03160453809,0.058775510639999994,3348.0,3937.0,0.08280416561000001,0.8695350451,0.1320901321,0.3975510204,433.0,0.0004208853195,9354092.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.61499637,0.2392082237,1.0,-0.1852560304,0.0,91598.0,104430.0,177361,167624.3392,151423.5,177361.0,-0.09664968401,0.1712911129,0.0,1.0,0.0,0.0,1.0,VHI - Super Gentrification or Exclusion,141.8339386,-79.46908569,0,0.4124812484,0.3701764941,0,1.0,1.171291114,239.36484,LI - At Risk of Gentrification,1.0
19,9001020500.0,MHI - At Risk of Exclusion,1001.0,1870.0,2785.0,408100.0,488700.0,748500.0,0.5305237062,0.2851448313,0.6402228475,0.07127144743,0.11298218130000001,0.1958970279,0.07762587039,0.09018323851,0.23525603120000002,0.054452274179999996,0.1,0.128862977,5107.0,4972.0,0.049074818990000005,0.722014149,0.1813125695,0.2897959184,1886.0,0.0005074932315,9797175.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.64022285,0.3550780187,1.0,-0.245378875,0.0,93678.0,112051.0,155208,171430.5417,162473.95,155208.0,-0.05224618316000001,-0.04472070932,0.0,1.0,0.0,0.0,1.0,VHI - Super Gentrification or Exclusion,106.4964752,50.16110229,0,0.6355369687,0.4835139513,0,0.0,0.9552792925,403.46407999999997,LI - At Risk of Gentrification,1.0
20,9001020600.0,MHI - Displacement of LI hh - Ongoing Exclusion,1001.0,1843.0,1813.0,266600.0,320000.0,567300.0,0.3164407778,0.2278481013,0.4861554801,0.09284951974,0.1658086658,0.3247753382,0.1131441587,0.09001076555,0.2081656009,0.09789789789999999,0.09772182254,0.0958013013,4662.0,5453.0,0.1322207959,0.8633204633,0.1840180079,0.3962152572,2552.0,0.0015255139619999999,3574533.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,0.0,0.48615548,0.25830737870000003,1.0,-0.08859267658,0.0,61025.0,81277.0,129360,111675.75,117851.65,129360.0,0.05530206859,0.09765115380000002,1.0,1.0,0.0,0.0,0.0,MHI - Stable or Early Stage of Exclusion,54.15957642,-126.1401367,0,0.5662543774,0.4306450188,0,1.0,1.097651157,352.00802999999996,LI - At Risk of Gentrification,0.0
21,9001020700.0,MHI - At Risk of Exclusion,1001.0,717.0,2515.0,315900.0,375100.0,608600.0,0.39547169810000005,0.2174859988,0.5489545465,0.05202006866,0.1255697356,0.20965057609999999,0.11438297609999999,0.09992777156999999,0.23637923600000002,0.1042296073,0.1384615385,0.18159048260000002,4388.0,4207.0,0.03969574519,0.8676757813,0.1388720437,0.2874139011,1707.0,0.0007247901132,5804439.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,1.0,0.54895455,0.3314685512,1.0,-0.1779856994,0.0,66852.0,76291.0,136094,122724.511,111218.2007,136094.0,-0.09375722706,0.2236666232,0.0,1.0,0.0,0.0,1.0,MHI - Advanced Gentrification,173.4589539,-115.3552551,0,0.5980941653,0.5734510566,0,0.0,1.223666623,377.49765,LI - At Risk of Gentrification,1.0
22,9001020800.0,MHI - Displacement of LI hh - Ongoing Exclusion,1001.0,1361.0,3103.0,298800.0,361600.0,604100.0,0.3748691099,0.23814655170000001,0.6411027311999999,0.05920550038,0.08162504659,0.18933239579999997,0.12040391730000001,0.13764810460000002,0.1803231686,0.04399141631,0.03347280335,0.04049844295,2683.0,2831.0,0.06358177323,0.8660071942,0.1989847716,0.39875389409999995,249.0,0.001222644358,2315473.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.64110273,0.40295617829999997,1.0,-0.1367225582,0.0,61518.0,90739.0,134934,112577.9387,131571.55,134934.0,0.1687152237,0.025556057689999998,1.0,1.0,0.0,0.0,1.0,MHI - Advanced Gentrification,13.28114319,-82.28120422,0,0.7197362185,0.536880672,0,1.0,1.025556057,173.65121000000002,LI - At Risk of Gentrification,1.0
23,9001020900.0,LI - Not Losing Low-Income Households,890.0,1136.0,1584.0,233600.0,252600.0,382000.0,0.3575210215,0.2612748046,0.4282845557,0.10136227199999999,0.211177279,0.470073849,0.1379600857,0.17574206609999998,0.49830761549999997,0.3626492942,0.37163561079999996,0.3594864607,4366.0,5146.0,0.1037699184,0.8593073593,0.2331002331,0.3618640038,1365.0,0.003012432577,1708254.0,1,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,0.0,1.0,1.0,0,FALSE,0.0,0.0,0.0,1.0,1.0,0.0,FALSE,0.0,1.0,1.0,0.1429220694,-0.11835273519999999,0.0,-0.09624621692,0.0,52331.0,61020.0,72746,95839.22497000001,88479.0,72746.0,-0.07679762691,-0.1778162122,0.0,0.0,0.0,0.0,0.0,MHI - Stable or Early Stage of Exclusion,175.4382324,231.2039795,0,0.6792864799,0.7828294039,1,1.0,0.822183795,1047.9409,LI - At Risk of Gentrification,0.0
24,9001021000.0,MHI - At Risk of Exclusion,1001.0,1604.0,2628.0,236000.0,279400.0,480500.0,0.2632071061,0.26252086809999997,0.44737944009999997,0.11746680289999999,0.199408284,0.3007290363,0.1507383942,0.11175683970000001,0.3227908611,0.1842592593,0.19383617190000002,0.1480263174,3380.0,3292.0,0.07229647631,0.8422007255,0.3259031514,0.3174342105,1764.0,0.0017248479759999998,1908574.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,0.0,1.0,1.0,0,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.10664170279999999,-0.15587916529999998,0.0,-0.0006862380107999999,1.0,55784.0,66386.0,91667,101862.4192,96259.7,91667.0,-0.055002808570000006,-0.04771155491,0.0,0.0,0.0,0.0,0.0,MHI - Stable or Early Stage of Exclusion,66.05697632,-70.76473999,0,0.6948445439,0.624301672,0,0.0,0.9522884447,392.51367,LI - At Risk of Gentrification,0.0
25,9001021100.0,LI - Not Losing Low-Income Households,893.0,1139.0,1584.0,246500.0,270600.0,425500.0,0.4384799362,0.2199312715,0.49022033810000004,0.1174438687,0.2565264685,0.4471220672,0.1220615162,0.1536132599,0.44893583659999997,0.42024401270000006,0.4359083192,0.4620307088,5516.0,5768.0,0.09743411928,0.8426282051,0.32131537239999997,0.3105802048,1464.0,0.003102811843,1858959.0,1,0.0,0.0,0.0,0.0,1,FALSE,0.0,1.0,0.0,1.0,1.0,0,FALSE,0.0,0.0,0.0,0.0,1.0,1.0,FALSE,0.0,1.0,1.0,0.1375205267,-0.08241074478999999,0.0,-0.21854866469999998,0.0,54157.0,62793.0,75723,99093.36322,91049.85,75723.0,-0.08117105812000001,-0.16833470760000002,0.0,0.0,0.0,0.0,0.0,MHI - Stable or Early Stage of Exclusion,361.930542,101.5529175,0,0.61486727,0.7442889214,1,1.0,0.831665291,1052.3055,LI - At Risk of Gentrification,0.0
26,9001021200.0,MHI - Displacement of LI hh - Ongoing Exclusion,1001.0,1373.0,1920.0,275500.0,302400.0,492800.0,0.433664724,0.2835101254,0.5912961364,0.11035918789999999,0.1631029339,0.3403019607,0.1512731689,0.1237224063,0.2482974529,0.1627162076,0.1227246036,0.1542139798,4022.0,4305.0,0.1082462253,0.8294884654000001,0.2608944954,0.3006575015,3140.0,0.0017990301540000001,2392956.0,0,0.0,0.0,0.0,0.0,0,FALSE,0.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,1.0,1.0,0.59129614,0.3077860146,1.0,-0.1501545987,0.0,67147.0,76471.0,115197,122879.0098,110882.95,115197.0,-0.09762497245999999,0.038906343280000005,0.0,1.0,0.0,0.0,1.0,MHI - Advanced Gentrification,152.7284241,-175.9666443,0,0.5241854191,0.3956363201,0,1.0,1.038906342,415.40164,LI - At Risk of Gentrification,1.0
