geoid,typology_old,medrent90,medrent00,medrent16,medhval90,medhval00,medhval16,percol90,percol00,percol16,pernwh90,pernwh00,pernwh16,perli90,perli00,perli16,per_rent_90,per_rent_00,per_rent16,pop00,pop16,asian_16_low,carcommuters_00,pre50_16,hhwch16,empd15,density16,aland,li16,afford90,belowmedcol90,abovemednwh,abovemedli,abovemedrent,vulnrisk90,vuln90,afford00,belowmedcol00,abovemednwh00,abovemedli00,abovemedrent00,vulnrisk00,vuln00,afford16,belowmedcol16,abovemednwh16,abovemedli16,abovemedrent16,vulnrisk16,vuln16,hotmarket90(127%-169%),hotmarket00(110%-207%),percol16,edudiff0016,abm_dif_0016,edudiff9000,abm_dif_9000,hinc90_NYU,hinc00_NYU,hinc16_NYU,hinc90,hinc00,hinc16,pct_ch_hinc90_00,pct_ch_hinc00_16,abm_inc_90_00,abm_inc_00_16,li16,gent90_00,gent00_16,Type_1.19,ch_all_li_count90_00,ch_all_li_count00_16,liloss9016,per_limove16,per_limove09,exclusion,popgrowth0016,Incch0016,li_hh_16,Typology_final_1.19.19
9001010900,MHI - At Risk of Exclusion,1001,1716,1940,338400,414400,835000,0.4137529138,0.2887077998,0.6232504845,0.1218295218,0.1814214464,0.3626332581,0.1649119058,0.1304319086,0.2761735618,0.2614063339,0.2359850507,0.2317408025,4812,5347,0.126613054,0.7748837209,0.2656903766,0.4448105437,1002,0.002060444589,2595071,0,0,0,0,1,0,FALSE,0,1,0,1,1,1,1,1,0,0,0,0,0,FALSE,0,1,1,0.1299290911,-0.1587787086,0,-0.125045114,0,53672,88402,132153,98219.76099,128182.9,132153,0.3050622344,0.03097214922,1,1,0,0,0,MHI - Ongoing Exclusion,-63.26501465,-55.61157227,1,0.4279467165,0.4479298592,1,1,1.03097215,502.91205,LI - At Risk of Gentrification
9001011000,MHI - At Risk of Exclusion,1001,2001,2844,500001,787000,1731900,0.6455656534,0.3760282021,0.8105948567,0.06162713367,0.09119191134,0.1961426437,0.09479538739,0.0477451036,0.1805392951,0.1647416413,0.142778693,0.1470588297,5143,5496,0.07296215429,0.6575073602,0.4101279911,0.4817647059,1608,0.00122855011,4473566,0,0,0,0,0,0,FALSE,0,1,1,1,1,1,1,1,0,0,0,0,0,FALSE,0,1,1,0.81059486,0.4345666579,1,-0.2695374513,0,88249,136052,248171,161495.6733,197275.4,248171,0.2215522379,0.2579926252,1,1,0,0,1,VHI - Super Gentrification or Exclusion,-80.82070923,51.92364502,0,0.3239999712,0.3685064912,1,1,1.257992634,306.91681,LI - At Risk of Gentrification
9001011100,MHI - At Risk of Exclusion,1001,1525,1649,500001,994600,1924100,0.6936528497,0.3995873453,0.818779707,0.04143707296,0.089807401,0.1590193361,0.03897892031,0.06451194737,0.1254686862,0.122829582,0.1247550621,0.1046594977,4621,4446,0.07332433648,0.6184615385,0.3699936427,0.5455197133,590,0.00101722394,4370719,0,0,0,0,0,0,FALSE,0,1,1,1,1,1,1,1,0,0,0,0,0,FALSE,0,1,0,0.81877971,0.4191923647,1,-0.2940655045,0,106926,162269,250001,195674.5805,235290.05,250000,0.2024558783,0.06251836568,1,1,0,0,0,VHI - Super Gentrification or Exclusion,27.05799866,-86.50602722,0,0.3871325254,0.4400308132,1,0,1.062518368,175.02882,LI - At Risk of Gentrification
9001011200,MHI - At Risk of Exclusion,1001,1641,2152,500001,1000001,2000001,0.6147540984,0.3650662252,0.7357142568,0.100811124,0.07919621749,0.1518677324,0.0444052459,0.0507984051,0.2376473844,0.2520064205,0.2443095599,0.1875,1692,1633,0.04347826087,0.6824324324,0.4136125654,0.3717105263,4007,0.0003337780983,4892472,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,FALSE,0,1,1,0.73571426,0.3706480348,1,-0.2496878732,0,133752,179570,220625,240488.9044,260376.5,220625,0.08269651979,-0.1526693106,1,0,0,0,0,VHI - Super Gentrification or Exclusion,29.1973114,48.84526825,0,0.1904691309,0.3576622605,1,0,0.8473306923,144.48961,LI - At Risk of Gentrification
9001011300,LI - Not Losing Low-Income Households,852,1238,1853,283400,368900,620700,0.2423829013,0.2509416196,0.4268049598,0.08417169685,0.2722972973,0.5311203599,0.2119346037,0.2100169296,0.4201141596,0.4776357827,0.5165394402,0.581730783,2960,3615,0.06804979253,0.7265521797,0.5706727135,0.4375,625,0.001761485593,2052245,1,0,0,0,1,1,FALSE,0,1,0,1,1,0,FALSE,0,0,0,1,1,1,1,0,1,1,0.1342121597,-0.1167294599,0,0.008558718267,1,38274,61394,85100,70041.41958,89021.3,85100,0.2709808052,-0.04404900968,1,1,0,0,0,MHI - Advanced Exclusion,-54.92938232,-5.452880859,1,0.6883020401,0.6025272608,0,1,0.9559509915,524.30249,LI - At Risk of Gentrification
9001020100,LI - Ongoing Gentrification,430,516,1215,350000,137500,306500,0.107078853,0.1611390285,0.4687762558,0.5625904486,0.6272493573,0.6485102177,0.2221302017,0.1664339968,0.6037976146,0.8874734607,0.9077976818,0.894991219,3890,4296,0.07146182495,0.5076574022,0.1459123836,0.1050087873,19588,0.004563900988,941300,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,0,1,1,1,1,1,0,1,0.1412336268,-0.01990540164,0,0.05406017543,1,19091,27238,54038,39635.21745,39505.47949,54038,-0.003273299895,0.3678608835,0,1,1,0,0,LI - At Risk of Gentrification,37.14196777,11.81481934,0,0.4741793573,0.774430873,1,1,1.367860881,1374.2434,LI - At Risk of Gentrification
9001020200,MHI - At Risk of Exclusion,1001,525,,454300,576500,853400,0.6665366615,0.3494395052,0.7481203079,0.1052774019,0.136473755,0.1800865829,0.05237523662,0.1010129143,0.1722799838,0.04734693878,0.02913385827,0.01911886968,3715,3465,0.07243867244,0.7948539638,0.1079245283,0.3923524522,375,0.000184451166,18785460,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,0,0.74812031,0.3986808048,1,-0.3170971562,0,110791,115070,226875,202880.5605,166851.5,226875,-0.177587539,0.3597420454,0,1,0,0,0,VHI - Super Gentrification or Exclusion,178.9057007,-109.691391,0,0.5598515272,0.2345413566,0,0,1.359742046,207.25282,LI - At Risk of Gentrification
9001020300,MHI - At Risk of Exclusion,1001,1115,3501,469200,564800,796100,0.6356415479,0.3923182442,0.7764847279,0.05303244006,0.1151890034,0.1520077884,0.05496471616,0.08384499186,0.1426374167,0.05955977557,0.04463554464,0.0830250755,7275,7197,0.05071557593,0.7903657449,0.1792114695,0.3596383066,654,0.0003658037858,19674482,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.77648473,0.3841664858,1,-0.2433233037,0,110830,129289,207938,202818.8992,187469.05,207938,-0.07568253577,0.1091857553,0,1,0,0,1,VHI - Super Gentrification or Exclusion,205.4473572,-117.8873596,0,0.424017638,0.4249141216,1,0,1.109185756,347.03683,LI - At Risk of Gentrification
9001020400,MHI - Displacement of LI hh - Ongoing Exclusion,1001,1337,1750,387100,523400,711900,0.5610441767,0.3757881463,0.6149963737,0.07099214431,0.08751493429,0.3167386353,0.05278015013,0.08588385965,0.1953998655,0.057995029,0.03160453809,0.05877551064,3348,3937,0.08280416561,0.8695350451,0.1320901321,0.3975510204,433,0.0004208853195,9354092,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.61499637,0.2392082237,1,-0.1852560304,0,91598,104430,177361,167624.3392,151423.5,177361,-0.09664968401,0.1712911129,0,1,0,0,1,VHI - Super Gentrification or Exclusion,141.8339386,-79.46908569,0,0.4124812484,0.3701764941,0,1,1.171291114,239.36484,LI - At Risk of Gentrification
9001020500,MHI - At Risk of Exclusion,1001,1870,2785,408100,488700,748500,0.5305237062,0.2851448313,0.6402228475,0.07127144743,0.1129821813,0.1958970279,0.07762587039,0.09018323851,0.2352560312,0.05445227418,0.1,0.128862977,5107,4972,0.04907481899,0.722014149,0.1813125695,0.2897959184,1886,0.0005074932315,9797175,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.64022285,0.3550780187,1,-0.245378875,0,93678,112051,155208,171430.5417,162473.95,155208,-0.05224618316,-0.04472070932,0,1,0,0,1,VHI - Super Gentrification or Exclusion,106.4964752,50.16110229,0,0.6355369687,0.4835139513,0,0,0.9552792925,403.46408,LI - At Risk of Gentrification
9001020600,MHI - Displacement of LI hh - Ongoing Exclusion,1001,1843,1813,266600,320000,567300,0.3164407778,0.2278481013,0.4861554801,0.09284951974,0.1658086658,0.3247753382,0.1131441587,0.09001076555,0.2081656009,0.0978978979,0.09772182254,0.0958013013,4662,5453,0.1322207959,0.8633204633,0.1840180079,0.3962152572,2552,0.001525513962,3574533,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,0,0.48615548,0.2583073787,1,-0.08859267658,0,61025,81277,129360,111675.75,117851.65,129360,0.05530206859,0.0976511538,1,1,0,0,0,MHI - Stable or Early Stage of Exclusion,54.15957642,-126.1401367,0,0.5662543774,0.4306450188,0,1,1.097651157,352.00803,LI - At Risk of Gentrification
9001020700,MHI - At Risk of Exclusion,1001,717,2515,315900,375100,608600,0.3954716981,0.2174859988,0.5489545465,0.05202006866,0.1255697356,0.2096505761,0.1143829761,0.09992777157,0.236379236,0.1042296073,0.1384615385,0.1815904826,4388,4207,0.03969574519,0.8676757813,0.1388720437,0.2874139011,1707,0.0007247901132,5804439,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.54895455,0.3314685512,1,-0.1779856994,0,66852,76291,136094,122724.511,111218.2007,136094,-0.09375722706,0.2236666232,0,1,0,0,1,MHI - Advanced Gentrification,173.4589539,-115.3552551,0,0.5980941653,0.5734510566,0,0,1.223666623,377.49765,LI - At Risk of Gentrification
9001020800,MHI - Displacement of LI hh - Ongoing Exclusion,1001,1361,3103,298800,361600,604100,0.3748691099,0.2381465517,0.6411027312,0.05920550038,0.08162504659,0.1893323958,0.1204039173,0.1376481046,0.1803231686,0.04399141631,0.03347280335,0.04049844295,2683,2831,0.06358177323,0.8660071942,0.1989847716,0.3987538941,249,0.001222644358,2315473,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.64110273,0.4029561783,1,-0.1367225582,0,61518,90739,134934,112577.9387,131571.55,134934,0.1687152237,0.02555605769,1,1,0,0,1,MHI - Advanced Gentrification,13.28114319,-82.28120422,0,0.7197362185,0.536880672,0,1,1.025556057,173.65121,LI - At Risk of Gentrification
9001020900,LI - Not Losing Low-Income Households,890,1136,1584,233600,252600,382000,0.3575210215,0.2612748046,0.4282845557,0.101362272,0.211177279,0.470073849,0.1379600857,0.1757420661,0.4983076155,0.3626492942,0.3716356108,0.3594864607,4366,5146,0.1037699184,0.8593073593,0.2331002331,0.3618640038,1365,0.003012432577,1708254,1,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,1,1,0,FALSE,0,1,1,0.1429220694,-0.1183527352,0,-0.09624621692,0,52331,61020,72746,95839.22497,88479,72746,-0.07679762691,-0.1778162122,0,0,0,0,0,MHI - Stable or Early Stage of Exclusion,175.4382324,231.2039795,0,0.6792864799,0.7828294039,1,1,0.822183795,1047.9409,LI - At Risk of Gentrification
9001021000,MHI - At Risk of Exclusion,1001,1604,2628,236000,279400,480500,0.2632071061,0.2625208681,0.4473794401,0.1174668029,0.199408284,0.3007290363,0.1507383942,0.1117568397,0.3227908611,0.1842592593,0.1938361719,0.1480263174,3380,3292,0.07229647631,0.8422007255,0.3259031514,0.3174342105,1764,0.001724847976,1908574,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,FALSE,0,1,1,0.1066417028,-0.1558791653,0,-0.0006862380108,1,55784,66386,91667,101862.4192,96259.7,91667,-0.05500280857,-0.04771155491,0,0,0,0,0,MHI - Stable or Early Stage of Exclusion,66.05697632,-70.76473999,0,0.6948445439,0.624301672,0,0,0.9522884447,392.51367,LI - At Risk of Gentrification
9001021100,LI - Not Losing Low-Income Households,893,1139,1584,246500,270600,425500,0.4384799362,0.2199312715,0.4902203381,0.1174438687,0.2565264685,0.4471220672,0.1220615162,0.1536132599,0.4489358366,0.4202440127,0.4359083192,0.4620307088,5516,5768,0.09743411928,0.8426282051,0.3213153724,0.3105802048,1464,0.003102811843,1858959,1,0,0,0,0,1,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,1,1,FALSE,0,1,1,0.1375205267,-0.08241074479,0,-0.2185486647,0,54157,62793,75723,99093.36322,91049.85,75723,-0.08117105812,-0.1683347076,0,0,0,0,0,MHI - Stable or Early Stage of Exclusion,361.930542,101.5529175,0,0.61486727,0.7442889214,1,1,0.831665291,1052.3055,LI - At Risk of Gentrification
9001021200,MHI - Displacement of LI hh - Ongoing Exclusion,1001,1373,1920,275500,302400,492800,0.433664724,0.2835101254,0.5912961364,0.1103591879,0.1631029339,0.3403019607,0.1512731689,0.1237224063,0.2482974529,0.1627162076,0.1227246036,0.1542139798,4022,4305,0.1082462253,0.8294884654,0.2608944954,0.3006575015,3140,0.001799030154,2392956,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.59129614,0.3077860146,1,-0.1501545987,0,67147,76471,115197,122879.0098,110882.95,115197,-0.09762497246,0.03890634328,0,1,0,0,1,MHI - Advanced Gentrification,152.7284241,-175.9666443,0,0.5241854191,0.3956363201,0,1,1.038906342,415.40164,LI - At Risk of Gentrification
9001021300,MHI - Displacement of LI hh - Ongoing Exclusion,930,1131,1823,243100,238500,405900,0.3073902178,0.2268336315,0.4337994754,0.2658569501,0.402875817,0.5568618774,0.1914479673,0.1895212698,0.3060854971,0.3317567568,0.3118779031,0.2060682625,3825,4678,0.0923471569,0.7630356221,0.4021289178,0.3293299621,920,0.002220996248,2106262,0,0,0,1,1,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,1,0,0,FALSE,0,0,1,0.43379948,0.2069658485,1,-0.08055658629,0,50325,57568,99948,92094.75092,83473.6,99948,-0.09361175448,0.197360605,0,1,0,0,0,MHI - Ongoing Exclusion,154.1320801,-209.5211487,0,0.3804860413,0.7094205618,1,1,1.197360603,484.22726,LI - At Risk of Gentrification
9001021400,LI - Not Losing Low-Income Households,599,829,1623,190100,179100,357000,0.132,0.1082164329,0.2430708259,0.555241294,0.7206229353,0.7712765932,0.2552439321,0.2527675432,0.6242657304,0.7282884713,0.732478241,0.615896821,6357,6956,0.04183438758,0.6238425926,0.1254368932,0.3907615481,6253,0.004240318012,1640443,1,0,1,1,1,1,1,0,1,0,1,1,0,FALSE,0,0,1,1,1,1,1,0,1,1,0.09025924368,-0.01795718918,0,-0.02378356713,1,31028,41627,55101,56878.332,60359.15,55101,0.06119760871,-0.08711437881,1,0,1,0,0,LI - Not Losing Low-Income Households,122.2598877,156.598877,0,0.6845908165,0.8415852785,1,1,0.9128856188,1500.1106,LI - At Risk of Gentrification
9001021500,LI - Not Losing Low-Income Households,595,856,1376,177600,162200,247800,0.09185686109,0.05454108602,0.127161175,0.7757565157,0.8853714947,0.8748518229,0.2567466667,0.2665668207,0.6982434392,0.7636176773,0.7616413094,0.8090666533,6918,5905,0.0150719729,0.488091354,0.1953969,0.4992,881,0.007689052378,767975,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12716118,0.07262009398,1,-0.03731577507,0,31875,36174,42423,58331.24918,52452.3,42423,-0.1007855833,-0.191208005,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,324.5861816,-224.112915,0,0.7130468488,0.8471171856,1,0,0.8087919881,1309.2064,LI - At Risk of Gentrification
9001021600,MHI - Displacement of LI hh - Ongoing Exclusion,875,1322,1843,162500,133700,317300,0.448079034,0.3327878912,0.6769667864,0.2978174944,0.4532555573,0.5676508546,0.2362540342,0.2184317043,0.3677707314,0.7616260163,0.798173516,0.7340116501,6343,7790,0.2757381258,0.7094037809,0.1709401709,0.2462209302,5446,0.009638071247,808253,0,0,0,1,1,1,1,0,1,0,1,1,0,FALSE,0,1,0,1,0,1,FALSE,0,1,1,0.67696679,0.3441788988,1,-0.1152911428,0,41229,58881,90000,75449.06718,85377.45133,90000,0.1315905452,0.05414250121,1,1,0,0,0,MHI - Ongoing Exclusion,231.2434082,-228.6560059,0,0.4830484986,0.4987286627,1,1,1.0541425,1265.1313,LI - At Risk of Gentrification
9001021700,LI - Ongoing Displacement of Low- Income Households,765,1061,1631,232400,141000,311100,0.4171993027,0.2434687157,0.6199516058,0.438875572,0.5198259997,0.5669023395,0.1943122962,0.2077637331,0.4307209253,0.7189300412,0.7564683053,0.7662482858,5977,7354,0.1773184661,0.6189356072,0.1094908552,0.1648535565,6616,0.009463097266,777124,1,0,0,1,1,1,1,0,1,0,1,1,0,FALSE,0,1,0,1,1,1,1,1,1,1,0.61995161,0.3764828943,1,-0.173730587,0,40753,47311,80902,74577.99035,68600.95,80902,-0.08014483005,0.1793131083,0,1,0,0,0,MHI - Stable or Early Stage of Exclusion,517.1466064,-143.5943604,0,0.676197052,0.564320147,0,1,1.179313114,1544.1345,LI - At Risk of Gentrification
9001021801,LI - Not Losing Low-Income Households,846.000005,1143,1709,213799.9941,190700,336100,0.133921504,0.36995104,0.4654832482,0.13521713,0.33598503,0.5880864859,0.17925894,0.4181447,0.5164174438,0.151808858,0.34223706,0.3418456316,4274,4348,0,0,0.2360515,0,900.4377607,0.004419970378,983717,1,0,1,0,1,0,FALSE,0,1,0,1,0,0,FALSE,0,0,0,1,1,0,FALSE,0,1,1,0.46548325,0.09553221,1,0.236029536,1,#N/A,#N/A,#N/A,86462.00662,85287.55,67031,-0.01358349901,-0.2140587866,0,0,0,0,0,MHI - Stable or Early Stage of Exclusion,480.9762878,138.3812256,0,0.6848018765,0.7226542234,1,1,0.7859412071,889.78723,LI - At Risk of Gentrification
9001021802,LI - Not Losing Low-Income Households,845.9999712,886,1303,213799.9933,170700,315600,0.188823164,0.20309225,0.326572597,0.190649927,0.57937926,0.5838722587,0.25274688,0.53982723,0.5997537374,0.214043513,0.4284299,0.4052355886,5606,4948,0,0,0.24208476,0,3751.210634,0.003447060315,1435426,1,0,0,1,1,0,FALSE,0,1,0,1,0,0,FALSE,0,1,1,1,1,0,1,1,0,1,0.3265726,0.12348035,1,0.014269086,1,#N/A,#N/A,#N/A,86462.01397,66353.45,55400,-0.2325710803,-0.1650773287,0,0,1,0,0,LI - At Risk of Gentrification,552.3048706,55.61853027,0,0.8020251393,0.799049139,0,0,0.8349226755,1145.5297,LI - At Risk of Gentrification
